,Values of area
87442,55130
87443,897227
87444,181888
87445,952003
87446,978401
87447,309662
87448,326078
87449,498917
87450,252354
87451,647711
87452,318172
87453,932559
87454,859346
87455,718506
87456,503811
87457,158750
87458,919003
87459,597387
87460,189160
87461,574231
87462,780879
87463,72503
87464,970802
87465,394774
87466,395985
87467,490133
87468,617
87469,882406
87470,582423
87471,160420
87472,660258
87473,525688
87474,891238
87475,996431
87476,579784
87477,626812
87478,759279
87479,820485
87480,680565
87481,893588
87482,374355
87483,617327
87484,496798
87485,323167
87486,651690
87487,4766
87488,638225
87489,311311
87490,271772
87491,10438
87492,282391
87493,965498
87494,74306
87495,833764
87496,102877
87497,216650
87498,420519
87499,550593
87500,143754
87501,732215
87502,669866
87503,670648
87504,354626
87505,95580
87506,218821
87507,424272
87508,405666
87509,372954
87510,515413
87511,351253
87512,6801
87513,620040
87514,317372
87515,472366
87516,994886
87517,891101
87518,234005
87519,633617
87520,353340
87521,239424
87522,773703
87523,188863
87524,561672
87525,497963
87526,564554
87527,16764
87528,329832
87529,514174
87530,190372
87531,364957
87532,299077
87533,901966
87534,878409
87535,841067
87536,133717
87537,372931
87538,207508
87539,241147
87540,628299
87541,241234
87542,219738
87543,549809
87544,52138
87545,370985
87546,225715
87547,800430
87548,34817
87549,99992
87550,3419
87551,284052
87552,616814
87553,831272
87554,10449
87555,115728
87556,782591
87557,58065
87558,646666
87559,156488
87560,775456
87561,372102
87562,428236
87563,424115
87564,926217
87565,168243
87566,696984
87567,797283
87568,743393
87569,592295
87570,325546
87571,225956
87572,856388
87573,498480
87574,662767
87575,408379
87576,356827
87577,386161
87578,67710
87579,151043
87580,772330
87581,161166
87582,311311
87583,144270
87584,911582
87585,707496
87586,648690
87587,956508
87588,786483
87589,230024
87590,113417
87591,857701
87592,796648
87593,24089
87594,665476
87595,400900
87596,461545
87597,668391
87598,421861
87599,383570
87600,540219
87601,56428
87602,117992
87603,734289
87604,78162
87605,721782
87606,898230
87607,787493
87608,691766
87609,269168
87610,700556
87611,556527
87612,598985
87613,792049
87614,508430
87615,241561
87616,253823
87617,624117
87618,305165
87619,186073
87620,921205
87621,611706
87622,984599
87623,743459
87624,497278
87625,557592
87626,810413
87627,97460
87628,623878
87629,339880
87630,686801
87631,421293
87632,64299
87633,676956
87634,352326
87635,234332
87636,836700
87637,416634
87638,261603
87639,908413
87640,870929
87641,370702
87642,543722
87643,359137
87644,475624
87645,474639
87646,906667
87647,167928
87648,931290
87649,263029
87650,287898
87651,30805
87652,223393
87653,523215
87654,581568
87655,495377
87656,656167
87657,876913
87658,267532
87659,822089
87660,524724
87661,563937
87662,321069
87663,320892
87664,907842
87665,2610
87666,449565
87667,795792
87668,154264
87669,305982
87670,410954
87671,915979
87672,193259
87673,922881
87674,893147
87675,81061
87676,212045
87677,426272
87678,549514
87679,279416
87680,541038
87681,92874
87682,656561
87683,376467
87684,93518
87685,858235
87686,524736
87687,851696
87688,911521
87689,812863
87690,908916
87691,532216
87692,682091
87693,797568
87694,897230
87695,511755
87696,72419
87697,173565
87698,570194
87699,538694
87700,340747
87701,829796
87702,284133
87703,105008
87704,853023
87705,690924
87706,318707
87707,99433
87708,444839
87709,879876
87710,232529
87711,99098
87712,591353
87713,416659
87714,871815
87715,173782
87716,482656
87717,30894
87718,918257
87719,479882
87720,240844
87721,273739
87722,617058
87723,649289
87724,266722
87725,735891
87726,946029
87727,176059
87728,708085
87729,788853
87730,576551
87731,810777
87732,360286
87733,63104
87734,3791
87735,169272
87736,144475
87737,600848
87738,922997
87739,201382
87740,280762
87741,902978
87742,646287
87743,690428
87744,808130
87745,781788
87746,710156
87747,483730
87748,811271
87749,518703
87750,820982
87751,16723
87752,209713
87753,454673
87754,718056
87755,724428
87756,59537
87757,360426
87758,220865
87759,836795
87760,421899
87761,686035
87762,285687
87763,152491
87764,412426
87765,481924
87766,620398
87767,232409
87768,742592
87769,457581
87770,831596
87771,712862
87772,649654
87773,72383
87774,425451
87775,825346
87776,287888
87777,673708
87778,354842
87779,581650
87780,15506
87781,653508
87782,767248
87783,167532
87784,115865
87785,676059
87786,759886
87787,552047
87788,349655
87789,945233
87790,93312
87791,327465
87792,475472
87793,201273
87794,462549
87795,416434
87796,632721
87797,68180
87798,853694
87799,972892
87800,131551
87801,351165
87802,640549
87803,980569
87804,162667
87805,108462
87806,562180
87807,480080
87808,622558
87809,437452
87810,934307
87811,160369
87812,536556
87813,740527
87814,368637
87815,766996
87816,386032
87817,93828
87818,443750
87819,961806
87820,279727
87821,472064
87822,584303
87823,770354
87824,917405
87825,869494
87826,247433
87827,131432
87828,108879
87829,997894
87830,762835
87831,861674
87832,226620
87833,484984
87834,939664
87835,952241
87836,106012
87837,970724
87838,504964
87839,965705
87840,852289
87841,737448
87842,564907
87843,867924
87844,465357
87845,957594
87846,501657
87847,74452
87848,875683
87849,424597
87850,237128
87851,87923
87852,336316
87853,937429
87854,723849
87855,565182
87856,377159
87857,498845
87858,795820
87859,532388
87860,480961
87861,331796
87862,939425
87863,901086
87864,452242
87865,848410
87866,787033
87867,103751
87868,71461
87869,670445
87870,188585
87871,952384
87872,559059
87873,924417
87874,256425
87875,249082
87876,834319
87877,823440
87878,327137
87879,648753
87880,18830
87881,364965
87882,175877
87883,190104
87884,635093
87885,900824
87886,659801
87887,913995
87888,731270
87889,190715
87890,694326
87891,743381
87892,776093
87893,603116
87894,999089
87895,970472
87896,207689
87897,238986
87898,15792
87899,954994
87900,134259
87901,808359
87902,257620
87903,792619
87904,594984
87905,884976
87906,492460
87907,67430
87908,383362
87909,916807
87910,118884
87911,455510
87912,711157
87913,242901
87914,583672
87915,948115
87916,109280
87917,777877
87918,465748
87919,66766
87920,760419
87921,332685
87922,67191
87923,541022
87924,705500
87925,172395
87926,669622
87927,678663
87928,46125
87929,974998
87930,433861
87931,420412
87932,23943
87933,455157
87934,168353
87935,964810
87936,154384
87937,403549
87938,975937
87939,577182
87940,643704
87941,744116
87942,342273
87943,791035
87944,513152
87945,349181
87946,447448
87947,541238
87948,236310
87949,690594
87950,754871
87951,957542
87952,27928
87953,118408
87954,205367
87955,926656
87956,376672
87957,185416
87958,947216
87959,105839
87960,349122
87961,136514
87962,205037
87963,486140
87964,717009
87965,472372
87966,498443
87967,797570
87968,120569
87969,490233
87970,515253
87971,167745
87972,889113
87973,887649
87974,831347
87975,221273
87976,769749
87977,175232
87978,615784
87979,244576
87980,537260
87981,203384
87982,199280
87983,667416
87984,508904
87985,301932
87986,161464
87987,766321
87988,195989
87989,15642
87990,942233
87991,146727
87992,906438
87993,619539
87994,778379
87995,777891
87996,838725
87997,101481
87998,828913
87999,302568
88000,215268
88001,378740
88002,743768
88003,333068
88004,580205
88005,239944
88006,467820
88007,217979
88008,708983
88009,687508
88010,776633
88011,40394
88012,737073
88013,953103
88014,120691
88015,29168
88016,537966
88017,408131
88018,13750
88019,548445
88020,937749
88021,331624
88022,786038
88023,442
88024,500831
88025,395675
88026,987600
88027,911036
88028,397138
88029,197960
88030,348131
88031,137559
88032,663351
88033,594101
88034,869854
88035,229376
88036,513804
88037,963886
88038,756852
88039,975600
88040,239071
88041,680117
88042,484239
88043,565798
88044,582747
88045,187942
88046,117977
88047,185722
88048,365210
88049,816330
88050,685668
88051,552512
88052,359387
88053,122691
88054,807922
88055,757099
88056,997680
88057,507943
88058,441731
88059,308350
88060,24324
88061,313488
88062,775247
88063,223066
88064,486213
88065,386185
88066,444052
88067,920475
88068,564206
88069,846128
88070,690066
88071,607037
88072,134617
88073,824309
88074,194370
88075,449964
88076,424831
88077,489461
88078,394942
88079,293759
88080,840626
88081,489764
88082,99505
88083,928184
88084,737799
88085,744777
88086,15507
88087,155215
88088,408308
88089,533286
88090,757855
88091,791906
88092,451288
88093,283605
88094,782499
88095,821001
88096,679825
88097,372501
88098,715483
88099,865944
88100,663600
88101,40160
88102,694761
88103,720477
88104,849980
88105,775497
88106,918749
88107,770325
88108,762871
88109,219248
88110,702463
88111,582197
88112,903509
88113,601652
88114,964179
88115,949599
88116,19008
88117,667064
88118,942434
88119,816568
88120,233161
88121,93247
88122,753656
88123,48252
88124,571547
88125,148276
88126,734731
88127,874313
88128,993315
88129,648737
88130,319754
88131,668672
88132,281570
88133,885806
88134,253643
88135,461274
88136,705652
88137,272161
88138,963958
88139,709012
88140,179938
88141,514679
88142,337643
88143,37576
88144,269921
88145,922331
88146,344383
88147,507200
88148,330400
88149,760191
88150,911793
88151,443290
88152,941902
88153,444459
88154,780886
88155,477783
88156,182997
88157,709346
88158,282688
88159,715543
88160,872085
88161,901677
88162,110310
88163,353961
88164,8424
88165,504554
88166,377676
88167,430940
88168,177412
88169,666516
88170,356476
88171,120633
88172,607935
88173,328529
88174,407221
88175,849149
88176,352509
88177,581467
88178,209226
88179,94417
88180,335922
88181,96851
88182,318589
88183,325463
88184,75530
88185,894318
88186,257380
88187,84548
88188,81964
88189,316676
88190,640603
88191,61689
88192,890367
88193,960933
88194,275186
88195,103396
88196,967623
88197,433960
88198,987907
88199,373416
88200,858109
88201,651
88202,40820
88203,919934
88204,319615
88205,434752
88206,165183
88207,788571
88208,439112
88209,50845
88210,655818
88211,14186
88212,224592
88213,542707
88214,750215
88215,909174
88216,683664
88217,404762
88218,627225
88219,618691
88220,767546
88221,641762
88222,708255
88223,916422
88224,54492
88225,391184
88226,344511
88227,259876
88228,43338
88229,113103
88230,77731
88231,438703
88232,256956
88233,225425
88234,931568
88235,292991
88236,742114
88237,500145
88238,564981
88239,144625
88240,622918
88241,502145
88242,318160
88243,176938
88244,372164
88245,796235
88246,926668
88247,912240
88248,274331
88249,210335
88250,297706
88251,632045
88252,467446
88253,847799
88254,102963
88255,265693
88256,63816
88257,5543
88258,866307
88259,246367
88260,954175
88261,578513
88262,364445
88263,530261
88264,995486
88265,95204
88266,270496
88267,724694
88268,689040
88269,575207
88270,912439
88271,33285
88272,722354
88273,288155
88274,70935
88275,67200
88276,146375
88277,825937
88278,398573
88279,881989
88280,795890
88281,851977
88282,507509
88283,186500
88284,369314
88285,482653
88286,910136
88287,793939
88288,892126
88289,431998
88290,25445
88291,330474
88292,275478
88293,297686
88294,102047
88295,238706
88296,855261
88297,975462
88298,503879
88299,886855
88300,512716
88301,391410
88302,283781
88303,892552
88304,206430
88305,987424
88306,183388
88307,147058
88308,817324
88309,153981
88310,997302
88311,32104
88312,885141
88313,600780
88314,192968
88315,492599
88316,334887
88317,606889
88318,170486
88319,857214
88320,668574
88321,762357
88322,67813
88323,745065
88324,886232
88325,422726
88326,519431
88327,283861
88328,469567
88329,855263
88330,548042
88331,45861
88332,809397
88333,142917
88334,232038
88335,529030
88336,405457
88337,329957
88338,239967
88339,657991
88340,526413
88341,202355
88342,22047
88343,519234
88344,547550
88345,621922
88346,713799
88347,34517
88348,348124
